"ID","ESCALE_DEPART","ESCALE_DESTINATION","CODE","DATE_CREATED"
"2241161","BSL","ROB","BSLROB","current_timestamp"
"2241162","ABJ","BTH","ABJBTH","current_timestamp"
"2241163","ABJ","CLT","ABJCLT","current_timestamp"
"2241164","RBA","MEX","RBAMEX","current_timestamp"
"2241165","LIS","DSS","LISDSS","current_timestamp"
"2241166","OUA","CHI","OUACHI","current_timestamp"
"2241167","NIM","MIL","NIMMIL","current_timestamp"
"2241168","AMM","ORD","AMMORD","current_timestamp"
"2241169","TFN","ABJ","TFNABJ","current_timestamp"
"2241170","ORD","OZZ","ORDOZZ","current_timestamp"
"2241171","YYC","ACC","YYCACC","current_timestamp"
"2241172","ACC","CWL","ACCCWL","current_timestamp"
"2241173","JIB","VIL","JIBVIL","current_timestamp"
"2241174","BJL","AUS","BJLAUS","current_timestamp"
"2241175","LOS","PKX","LOSPKX","current_timestamp"
"2241176","LFW","PAP","LFWPAP","current_timestamp"
"2241177","AGA","BUF","AGABUF","current_timestamp"
"2241178","FRA","SAW","FRASAW","current_timestamp"
"2241179","TUN","NTE","TUNNTE","current_timestamp"
"2241180","LOS","BER","LOSBER","current_timestamp"
"2241181","TLS","LAS","TLSLAS","current_timestamp"
"2241182","AQI","BKO","AQIBKO","current_timestamp"
"2241183","MAN","JED","MANJED","current_timestamp"
"2241184","OZZ","MCT","OZZMCT","current_timestamp"
"2241185","MCO","LFW","MCOLFW","current_timestamp"
"2241186","SAC","NSI","SACNSI","current_timestamp"
"2241187","DME","MXP","DMEMXP","current_timestamp"
"2241188","DOH","ACC","DOHACC","current_timestamp"
"2241190","NKC","NCE","NKCNCE","current_timestamp"
"2241191","ERH","BOD","ERHBOD","current_timestamp"
"2241192","BRE","VIL","BREVIL","current_timestamp"
"2241193","FNA","MKE","FNAMKE","current_timestamp"
"2241194","TNG","EZS","TNGEZS","current_timestamp"
"2241195","FNA","NSI","FNANSI","current_timestamp"
"2241196","YUL","CAS","YULCAS","current_timestamp"
"2241197","COO","ISB","COOISB","current_timestamp"
"2241198","LHR","DOH","LHRDOH","current_timestamp"
"2241199","BOS","MPL","BOSMPL","current_timestamp"
"2241200","ISB","DME","ISBDME","current_timestamp"
"2241201","ABJ","AMM","ABJAMM","current_timestamp"
"2241202","FIH","ROC","FIHROC","current_timestamp"
"2241203","BMI","AGA","BMIAGA","current_timestamp"
"2241204","BOD","AJU","BODAJU","current_timestamp"
"2241205","CMH","OUD","CMHOUD","current_timestamp"
"2241206","JFK","PNR","JFKPNR","current_timestamp"
"2241207","SOF","ATH","SOFATH","current_timestamp"
"2241208","NIM","ADD","NIMADD","current_timestamp"
"2241209","MEL","AKL","MELAKL","current_timestamp"
"2241210","GRB","AMM","GRBAMM","current_timestamp"
"2241211","HEL","CMN","HELCMN","current_timestamp"
"2241212","CMN","GLA","CMNGLA","current_timestamp"
"2241213","CKY","LHR","CKYLHR","current_timestamp"
"2241214","TXL","BZV","TXLBZV","current_timestamp"
"2241215","FRU","RAK","FRURAK","current_timestamp"
"2241216","POM","DSS","POMDSS","current_timestamp"
"2241217","MUC","OUD","MUCOUD","current_timestamp"
"2241218","DSS","LBV","DSSLBV","current_timestamp"
"2241219","NTE","BRU","NTEBRU","current_timestamp"
"2241220","BJL","YYZ","BJLYYZ","current_timestamp"
"2241221","GVA","DXB","GVADXB","current_timestamp"
"2241222","MIA","ABJ","MIAABJ","current_timestamp"
"2241223","AGA","BJV","AGABJV","current_timestamp"
"2241224","NAP","GRU","NAPGRU","current_timestamp"
"2241225","MRS","GIG","MRSGIG","current_timestamp"
"2241226","GIG","CKY","GIGCKY","current_timestamp"
"2241227","OUA","HOU","OUAHOU","current_timestamp"
"2241228","CMN","USM","CMNUSM","current_timestamp"
"2241229","MIA","CAN","MIACAN","current_timestamp"
"2241230","ROB","TLV","ROBTLV","current_timestamp"
"2241231","BSL","RAK","BSLRAK","current_timestamp"
"2241232","OUD","ADD","OUDADD","current_timestamp"
"2241233","CMN","CTG","CMNCTG","current_timestamp"
"2241234","HAV","TNG","HAVTNG","current_timestamp"
"2241235","CGO","FNA","CGOFNA","current_timestamp"
"2241236","JFK","BOM","JFKBOM","current_timestamp"
"2241237","RAI","ISB","RAIISB","current_timestamp"
"2241238","NKC","GYE","NKCGYE","current_timestamp"
"2241239","ICN","NSI","ICNNSI","current_timestamp"
"2241240","SYD","BIO","SYDBIO","current_timestamp"
"2241241","DUS","BGF","DUSBGF","current_timestamp"
"2241242","UFA","ABJ","UFAABJ","current_timestamp"
"2241243","BUR","RAK","BURRAK","current_timestamp"
"2241244","SYD","HND","SYDHND","current_timestamp"
"2241245","ROB","HND","ROBHND","current_timestamp"
"2241246","BOS","NSI","BOSNSI","current_timestamp"
"2241247","CMN","MDE","CMNMDE","current_timestamp"
"2241248","LYS","JFK","LYSJFK","current_timestamp"
"2241249","LIS","AJF","LISAJF","current_timestamp"
"2241250","NCE","RAI","NCERAI","current_timestamp"
"2241251","BRU","BKO","BRUBKO","current_timestamp"
"2241252","BGW","BJL","BGWBJL","current_timestamp"
"2241253","EUN","BHD","EUNBHD","current_timestamp"
"2241254","ALG","FEZ","ALGFEZ","current_timestamp"
"2241255","IST","ESU","ISTESU","current_timestamp"
"2241256","FEZ","AUH","FEZAUH","current_timestamp"
"2241257","KWI","MAD","KWIMAD","current_timestamp"
"2241258","IAS","CMN","IASCMN","current_timestamp"
"2241259","KRT","JUB","KRTJUB","current_timestamp"
"2241260","MSQ","TNG","MSQTNG","current_timestamp"
"2241261","AGA","OLB","AGAOLB","current_timestamp"
"2241262","AGP","GIB","AGPGIB","current_timestamp"
"2241263","RIO","OUD","RIOOUD","current_timestamp"
"2241264","AGA","PER","AGAPER","current_timestamp"
"2241265","NDB","CAI","NDBCAI","current_timestamp"
"2241266","BGW","NSI","BGWNSI","current_timestamp"
"2241267","BJL","POM","BJLPOM","current_timestamp"
"2241268","ACC","RTM","ACCRTM","current_timestamp"
"2241269","OPO","DMM","OPODMM","current_timestamp"
"2241270","WAS","BKO","WASBKO","current_timestamp"
"2241271","DSS","CHS","DSSCHS","current_timestamp"
"2241272","NIM","XIT","NIMXIT","current_timestamp"
"2241273","HEL","AGP","HELAGP","current_timestamp"
"2241274","LAS","MAD","LASMAD","current_timestamp"
"2241275","SHJ","LOS","SHJLOS","current_timestamp"
"2241276","OUD","SAW","OUDSAW","current_timestamp"
"2241277","OXB","YUL","OXBYUL","current_timestamp"
"2241278","RAK","NDR","RAKNDR","current_timestamp"
"2241279","BCN","CDG","BCNCDG","current_timestamp"
"2241280","ROB","UPG","ROBUPG","current_timestamp"
"2241281","CKY","CTU","CKYCTU","current_timestamp"
"2241282","NKC","PER","NKCPER","current_timestamp"
"2241283","FIH","MSP","FIHMSP","current_timestamp"
"2241284","BOS","SVQ","BOSSVQ","current_timestamp"
"2241285","JNB","DXB","JNBDXB","current_timestamp"
"2241286","ORY","TTU","ORYTTU","current_timestamp"
"2241287","AGA","KBP","AGAKBP","current_timestamp"
"2241288","MED","BZV","MEDBZV","current_timestamp"
"2241289","ACC","GLA","ACCGLA","current_timestamp"
"2241290","LPA","BGF","LPABGF","current_timestamp"
"2241291","LHR","GIG","LHRGIG","current_timestamp"
"2241292","SAO","VLC","SAOVLC","current_timestamp"
"2241293","OUA","PER","OUAPER","current_timestamp"
"2241294","ROC","BOD","ROCBOD","current_timestamp"
"2241295","OKC","LOS","OKCLOS","current_timestamp"
"2241296","DMM","TTA","DMMTTA","current_timestamp"
"2241297","NSI","PEN","NSIPEN","current_timestamp"
"2241298","ROB","ECN","ROBECN","current_timestamp"
"2241299","BJL","SXB","BJLSXB","current_timestamp"
"2241300","MAN","YMQ","MANYMQ","current_timestamp"
"2241301","TFN","LAD","TFNLAD","current_timestamp"
"2241302","ADD","AGA","ADDAGA","current_timestamp"
"2241303","EUN","BDS","EUNBDS","current_timestamp"
"2241304","GLN","ABJ","GLNABJ","current_timestamp"
"2241305","NKC","YOW","NKCYOW","current_timestamp"
"2241306","SHJ","FNA","SHJFNA","current_timestamp"
"2241307","TUN","DXB","TUNDXB","current_timestamp"
"2241308","JIB","CMN","JIBCMN","current_timestamp"
"2241310","MAD","DLA","MADDLA","current_timestamp"
"2241311","EUN","VGO","EUNVGO","current_timestamp"
"2241312","GRU","PKX","GRUPKX","current_timestamp"
"2241313","BZV","JED","BZVJED","current_timestamp"
"2241314","ABJ","EDI","ABJEDI","current_timestamp"
"2241315","AGA","GOI","AGAGOI","current_timestamp"
"2241316","AMD","BKO","AMDBKO","current_timestamp"
"2241317","DTT","OUA","DTTOUA","current_timestamp"
"2241318","DSS","KNO","DSSKNO","current_timestamp"
"2241319","EWR","MLW","EWRMLW","current_timestamp"
"2241320","CMN","BAX","CMNBAX","current_timestamp"
"2241321","TNG","TCI","TNGTCI","current_timestamp"
"2241322","NIM","CEB","NIMCEB","current_timestamp"
"2241323","LFW","ACC","LFWACC","current_timestamp"
"2241324","DXB","VIL","DXBVIL","current_timestamp"
"2241325","BLQ","AGA","BLQAGA","current_timestamp"
"2241326","IST","LOS","ISTLOS","current_timestamp"
"2241327","SVX","AGA","SVXAGA","current_timestamp"
"2241328","CMN","QAC","CMNQAC","current_timestamp"
"2241329","GRU","CKY","GRUCKY","current_timestamp"
"2241330","CMN","PHF","CMNPHF","current_timestamp"
"2241331","SYD","BKO","SYDBKO","current_timestamp"
"2241332","BZV","VCE","BZVVCE","current_timestamp"
"2241333","JFK","AMS","JFKAMS","current_timestamp"
"2241334","CMN","MKE","CMNMKE","current_timestamp"
"2241335","SAN","ABJ","SANABJ","current_timestamp"
"2241336","DOH","LBV","DOHLBV","current_timestamp"
"2241337","ROB","NDJ","ROBNDJ","current_timestamp"
"2241338","LIM","MAD","LIMMAD","current_timestamp"
"2241339","KBP","FEZ","KBPFEZ","current_timestamp"
"2241340","MCT","BKO","MCTBKO","current_timestamp"
"2241342","ODS","RAK","ODSRAK","current_timestamp"
"2241343","ERH","BKO","ERHBKO","current_timestamp"
"2241344","KRS","CMN","KRSCMN","current_timestamp"
"2241345","STO","MLW","STOMLW","current_timestamp"
"2241346","MCT","DLA","MCTDLA","current_timestamp"
"2241347","SSH","VLC","SSHVLC","current_timestamp"
"2241348","SVQ","AHU","SVQAHU","current_timestamp"
"2241349","LAX","NDR","LAXNDR","current_timestamp"
"2241350","BOS","BGF","BOSBGF","current_timestamp"
"2241351","STL","ROB","STLROB","current_timestamp"
"2241352","CAS","ELQ","CASELQ","current_timestamp"
"2241353","NIM","YYZ","NIMYYZ","current_timestamp"
"2241354","LOS","SDQ","LOSSDQ","current_timestamp"
"2241355","HRE","ACC","HREACC","current_timestamp"
"2241356","OXB","BGF","OXBBGF","current_timestamp"
"2241357","LGW","AMS","LGWAMS","current_timestamp"
"2241358","ACC","LAD","ACCLAD","current_timestamp"
"2241359","IST","MAD","ISTMAD","current_timestamp"
"2241360","ROB","KUL","ROBKUL","current_timestamp"
"2241361","ABJ","FRA","ABJFRA","current_timestamp"
"2241362","CGK","DSS","CGKDSS","current_timestamp"
"2241363","ATH","VIL","ATHVIL","current_timestamp"
"2241364","VCE","MAD","VCEMAD","current_timestamp"
"2241365","CKY","ADB","CKYADB","current_timestamp"
"2241366","BHX","BJL","BHXBJL","current_timestamp"
"2241367","ROB","FRA","ROBFRA","current_timestamp"
"2241369","DRS","RAK","DRSRAK","current_timestamp"
"2241370","LGW","TLS","LGWTLS","current_timestamp"
"2241371","MIL","FNA","MILFNA","current_timestamp"
"2241372","AGA","STR","AGASTR","current_timestamp"
"2241373","FIH","GIG","FIHGIG","current_timestamp"
"2241374","PKX","FEZ","PKXFEZ","current_timestamp"
"2241375","BOS","DUS","BOSDUS","current_timestamp"
"2241376","BRU","BOY","BRUBOY","current_timestamp"
"2241377","LOS","YOW","LOSYOW","current_timestamp"
"2241378","SNA","SSG","SNASSG","current_timestamp"
"2241379","CAI","CHS","CAICHS","current_timestamp"
"2241380","PHL","LHR","PHLLHR","current_timestamp"
"2241381","KIN","RAK","KINRAK","current_timestamp"
"2241382","BIO","BKO","BIOBKO","current_timestamp"
"2241383","BOS","PAR","BOSPAR","current_timestamp"
"2241384","BWI","MLW","BWIMLW","current_timestamp"
"2241385","TTU","OZG","TTUOZG","current_timestamp"
"2241386","KGD","CKY","KGDCKY","current_timestamp"
"2241387","OUA","ATL","OUAATL","current_timestamp"
"2241388","LON","YAO","LONYAO","current_timestamp"
"2241389","BRS","ACC","BRSACC","current_timestamp"
"2241390","BCN","MEL","BCNMEL","current_timestamp"
"2241391","SJU","CMN","SJUCMN","current_timestamp"
"2241392","OUD","DFW","OUDDFW","current_timestamp"
"2241393","YOW","MXP","YOWMXP","current_timestamp"
"2241394","VIL","MPL","VILMPL","current_timestamp"
"2241395","NTE","AMS","NTEAMS","current_timestamp"
"2241396","OXB","DPS","OXBDPS","current_timestamp"
"2241397","ROB","PEK","ROBPEK","current_timestamp"
"2241398","CTA","LOS","CTALOS","current_timestamp"
"2241399","TLV","DKR","TLVDKR","current_timestamp"
"2241400","DMM","LOS","DMMLOS","current_timestamp"
"2241401","ICN","OZZ","ICNOZZ","current_timestamp"
"2241402","YUL","OPO","YULOPO","current_timestamp"
"2241403","LIM","CAS","LIMCAS","current_timestamp"
"2241404","CMN","OVB","CMNOVB","current_timestamp"
"2241405","GRU","OPO","GRUOPO","current_timestamp"
"2241406","IZM","CKY","IZMCKY","current_timestamp"
"2241407","KUL","HEL","KULHEL","current_timestamp"
"2241408","ASW","MIA","ASWMIA","current_timestamp"
"2241409","TNG","BGW","TNGBGW","current_timestamp"
"2241410","JFK","GMP","JFKGMP","current_timestamp"
"2241411","VCE","AMM","VCEAMM","current_timestamp"
"2241412","YMQ","BKO","YMQBKO","current_timestamp"
"2241413","CLO","RBA","CLORBA","current_timestamp"
"2241414","RDU","NBO","RDUNBO","current_timestamp"
"2241415","SVX","RAK","SVXRAK","current_timestamp"
"2241416","JUB","NIM","JUBNIM","current_timestamp"
"2241417","EBB","BRU","EBBBRU","current_timestamp"
"2241418","NIM","FEZ","NIMFEZ","current_timestamp"
"2241419","BGF","AGP","BGFAGP","current_timestamp"
"2241420","RAK","RDU","RAKRDU","current_timestamp"
"2241421","LBV","JFK","LBVJFK","current_timestamp"
"2241422","CBR","CMN","CBRCMN","current_timestamp"
"2241423","VLC","ORY","VLCORY","current_timestamp"
"2241424","DSS","TTU","DSSTTU","current_timestamp"
"2241425","EUN","YYC","EUNYYC","current_timestamp"
"2241426","ASW","AGA","ASWAGA","current_timestamp"
"2241427","PDL","CMN","PDLCMN","current_timestamp"
"2241428","GLN","CKY","GLNCKY","current_timestamp"
"2241429","OZG","OPO","OZGOPO","current_timestamp"
"2241430","TSV","DSS","TSVDSS","current_timestamp"
"2241431","URY","ACC","URYACC","current_timestamp"
"2241432","CMN","MLX","CMNMLX","current_timestamp"
"2241433","JED","BGF","JEDBGF","current_timestamp"
"2241434","EUN","BEY","EUNBEY","current_timestamp"
"2241435","CAS","YTO","CASYTO","current_timestamp"
"2241436","CAS","SEZ","CASSEZ","current_timestamp"
"2241437","VLC","NDB","VLCNDB","current_timestamp"
"2241438","LEX","COO","LEXCOO","current_timestamp"
"2241439","CLT","AMM","CLTAMM","current_timestamp"
"2241440","TCI","BKO","TCIBKO","current_timestamp"
"2241441","ATH","RDU","ATHRDU","current_timestamp"
"2241442","DWC","AGA","DWCAGA","current_timestamp"
"2241443","DLA","AHU","DLAAHU","current_timestamp"
"2241444","TTA","VCE","TTAVCE","current_timestamp"
"2241445","JED","YHZ","JEDYHZ","current_timestamp"
"2241446","DAC","YTO","DACYTO","current_timestamp"
"2241447","YAO","OPO","YAOOPO","current_timestamp"
"2241448","FRA","NIM","FRANIM","current_timestamp"
"2241449","TLS","ERH","TLSERH","current_timestamp"
"2241450","CKY","NCE","CKYNCE","current_timestamp"
"2241451","MRS","MIA","MRSMIA","current_timestamp"
"2241452","AHU","TNG","AHUTNG","current_timestamp"
"2241453","BCN","ORY","BCNORY","current_timestamp"
"2241454","SAN","BCN","SANBCN","current_timestamp"
"2241455","SCQ","EUN","SCQEUN","current_timestamp"
"2241456","BJL","NTE","BJLNTE","current_timestamp"
"2241457","FNA","SEA","FNASEA","current_timestamp"
"2241458","TLH","CMN","TLHCMN","current_timestamp"
"2241459","YHZ","CMN","YHZCMN","current_timestamp"
"2241461","SOF","OUA","SOFOUA","current_timestamp"
"2241462","CKY","DFW","CKYDFW","current_timestamp"
"2241463","DUR","ROB","DURROB","current_timestamp"
"2241464","MUX","CKY","MUXCKY","current_timestamp"
"2241465","ALG","OZZ","ALGOZZ","current_timestamp"
"2241466","LAD","PVG","LADPVG","current_timestamp"
"2241467","MED","KRT","MEDKRT","current_timestamp"
"2241468","FAT","OPO","FATOPO","current_timestamp"
"2241469","MLA","BJL","MLABJL","current_timestamp"
"2241470","RAK","VFA","RAKVFA","current_timestamp"
"2241471","OXB","SAN","OXBSAN","current_timestamp"
"2241472","ADL","OUD","ADLOUD","current_timestamp"
"2241473","PNR","CTU","PNRCTU","current_timestamp"
"2241474","KTM","YUL","KTMYUL","current_timestamp"
"2241475","ADL","LIS","ADLLIS","current_timestamp"
"2241476","MXP","MRS","MXPMRS","current_timestamp"
"2241477","ORY","BEM","ORYBEM","current_timestamp"
"2241478","STO","OUD","STOOUD","current_timestamp"
"2241479","NKC","LCG","NKCLCG","current_timestamp"
"2241480","MEL","JTR","MELJTR","current_timestamp"
"2241481","PNA","RBA","PNARBA","current_timestamp"
"2241482","VIL","NDR","VILNDR","current_timestamp"
"2241483","KWI","AGP","KWIAGP","current_timestamp"
"2241484","CMN","ELQ","CMNELQ","current_timestamp"
"2241485","NKC","LGW","NKCLGW","current_timestamp"
"2241487","ALG","RAI","ALGRAI","current_timestamp"
"2241488","AKL","CAI","AKLCAI","current_timestamp"
"2241489","OUD","BOS","OUDBOS","current_timestamp"
"2241490","HND","SJO","HNDSJO","current_timestamp"
"2241491","TLV","TNG","TLVTNG","current_timestamp"
"2241492","SYD","CAI","SYDCAI","current_timestamp"
"2241493","EDO","LFW","EDOLFW","current_timestamp"
"2241494","WAW","ERH","WAWERH","current_timestamp"
"2241495","BGF","ATH","BGFATH","current_timestamp"
"2241496","CLT","FNA","CLTFNA","current_timestamp"
"2241497","TYO","OUA","TYOOUA","current_timestamp"
"2241498","BOS","OUA","BOSOUA","current_timestamp"
"2241499","PNR","CAI","PNRCAI","current_timestamp"
"2241500","COO","BOM","COOBOM","current_timestamp"
"2241501","ICN","OSL","ICNOSL","current_timestamp"
"2241502","YMQ","LHR","YMQLHR","current_timestamp"
"2241503","VVI","MAD","VVIMAD","current_timestamp"
"2241504","EUN","ADD","EUNADD","current_timestamp"
"2241505","YVR","BAH","YVRBAH","current_timestamp"
"2241506","ACC","BFS","ACCBFS","current_timestamp"
"2241507","ABJ","RBA","ABJRBA","current_timestamp"
"2241508","LOS","TRN","LOSTRN","current_timestamp"
"2241509","IST","TUN","ISTTUN","current_timestamp"
"2241510","FCO","LFW","FCOLFW","current_timestamp"
"2241511","RIX","NKC","RIXNKC","current_timestamp"
"2241512","FIH","FEZ","FIHFEZ","current_timestamp"
"2241513","HOU","SIN","HOUSIN","current_timestamp"
"2241514","WDH","NKC","WDHNKC","current_timestamp"
"2241515","DNZ","CMN","DNZCMN","current_timestamp"
"2241516","FNA","LPA","FNALPA","current_timestamp"
"2241517","LON","COO","LONCOO","current_timestamp"
"2241518","LOS","SAN","LOSSAN","current_timestamp"
"2241519","TTU","ORY","TTUORY","current_timestamp"
"2241520","GVA","CAS","GVACAS","current_timestamp"
"2241521","CMN","SKD","CMNSKD","current_timestamp"
"2241522","FCO","PNR","FCOPNR","current_timestamp"
"2241523","TFN","DSS","TFNDSS","current_timestamp"
"2241524","CMN","BUS","CMNBUS","current_timestamp"
"2241525","TLV","EUN","TLVEUN","current_timestamp"
"2241526","BER","LHR","BERLHR","current_timestamp"
"2241527","LOS","OKC","LOSOKC","current_timestamp"
"2241528","RAI","TFU","RAITFU","current_timestamp"
"2241529","MRU","DKR","MRUDKR","current_timestamp"
"2241530","KUL","LFW","KULLFW","current_timestamp"
"2241531","WUH","GMD","WUHGMD","current_timestamp"
"2241532","KYA","OXB","KYAOXB","current_timestamp"
"2241533","UFA","LPA","UFALPA","current_timestamp"
"2241534","SXB","CKY","SXBCKY","current_timestamp"
"2241535","NCE","LBV","NCELBV","current_timestamp"
"2241536","JFK","GRU","JFKGRU","current_timestamp"
"2241537","YYZ","MAD","YYZMAD","current_timestamp"
"2241538","DUB","AMS","DUBAMS","current_timestamp"
"2241539","CMN","YQU","CMNYQU","current_timestamp"
"2241540","CMN","ORH","CMNORH","current_timestamp"
"2241541","CAI","NTE","CAINTE","current_timestamp"
"2241542","DFW","DLA","DFWDLA","current_timestamp"
"2241543","TNG","NCE","TNGNCE","current_timestamp"
"2241544","PMI","AGA","PMIAGA","current_timestamp"
"2241545","ACC","VLC","ACCVLC","current_timestamp"
"2241546","SAW","ORY","SAWORY","current_timestamp"
"2241547","BNE","VLC","BNEVLC","current_timestamp"
"2241548","RAK","MLA","RAKMLA","current_timestamp"
"2241549","CPH","AMS","CPHAMS","current_timestamp"
"2241550","SSH","YUL","SSHYUL","current_timestamp"
"2241551","CMB","FNA","CMBFNA","current_timestamp"
"2241552","STO","EBL","STOEBL","current_timestamp"
"2241553","SRQ","AMS","SRQAMS","current_timestamp"
"2241554","MPL","PMI","MPLPMI","current_timestamp"
"2241555","TXL","AMM","TXLAMM","current_timestamp"
"2241556","NDJ","KGL","NDJKGL","current_timestamp"
"2241557","MIA","MIA","MIAMIA","current_timestamp"
"2241558","DAC","ADD","DACADD","current_timestamp"
"2241559","MCO","LIS","MCOLIS","current_timestamp"
"2241560","TTU","IST","TTUIST","current_timestamp"
"2241561","BJS","TNG","BJSTNG","current_timestamp"
"2241562","NRT","FNA","NRTFNA","current_timestamp"
"2241563","DKR","CAI","DKRCAI","current_timestamp"
"2241564","ACC","MIA","ACCMIA","current_timestamp"
"2241565","TNG","TTU","TNGTTU","current_timestamp"
"2241567","HRK","NKC","HRKNKC","current_timestamp"
"2241568","LOS","PUF","LOSPUF","current_timestamp"
"2241569","JIB","FNA","JIBFNA","current_timestamp"
"2241570","BJV","CMN","BJVCMN","current_timestamp"
"2241571","KNO","NDR","KNONDR","current_timestamp"
"2241572","YEA","BKO","YEABKO","current_timestamp"
"2241573","BLQ","YUL","BLQYUL","current_timestamp"
"2241574","IGU","BEY","IGUBEY","current_timestamp"
"2241575","TNG","IAS","TNGIAS","current_timestamp"
"2241576","NYC","BLQ","NYCBLQ","current_timestamp"
"2241577","YMQ","BZV","YMQBZV","current_timestamp"
"2241578","DSS","NRT","DSSNRT","current_timestamp"
"2241579","YMQ","DKR","YMQDKR","current_timestamp"
"2241580","BCN","JNB","BCNJNB","current_timestamp"
"2241581","ACC","TUI","ACCTUI","current_timestamp"
"2241582","AGA","FAT","AGAFAT","current_timestamp"
"2241583","CBR","NKC","CBRNKC","current_timestamp"
"2241584","JFK","ESB","JFKESB","current_timestamp"
"2241585","GPT","NKC","GPTNKC","current_timestamp"
"2241586","DSS","FRA","DSSFRA","current_timestamp"
"2241587","LIS","HRG","LISHRG","current_timestamp"
"2241588","CEK","DSS","CEKDSS","current_timestamp"
"2241589","PMO","BJL","PMOBJL","current_timestamp"
"2241590","NKC","DPS","NKCDPS","current_timestamp"
"2241591","BLQ","AGP","BLQAGP","current_timestamp"
"2241592","DUB","LOS","DUBLOS","current_timestamp"
"2241593","YHZ","DLA","YHZDLA","current_timestamp"
"2241594","NSI","LGW","NSILGW","current_timestamp"
"2241595","BCD","FNA","BCDFNA","current_timestamp"
"2241596","TNG","DEL","TNGDEL","current_timestamp"
"2241597","AMS","LHR","AMSLHR","current_timestamp"
"2241598","BOD","AUS","BODAUS","current_timestamp"
"2241599","OAK","CAS","OAKCAS","current_timestamp"
"2241600","MAA","OXB","MAAOXB","current_timestamp"
"2241601","RIX","CAS","RIXCAS","current_timestamp"
"2241602","MEX","AGP","MEXAGP","current_timestamp"
"2241603","LGW","GIG","LGWGIG","current_timestamp"
"2241604","ABV","TNG","ABVTNG","current_timestamp"
"2241605","ISB","LBV","ISBLBV","current_timestamp"
"2241606","TLS","ZIG","TLSZIG","current_timestamp"
"2241607","EDI","SEA","EDISEA","current_timestamp"
"2241608","AGA","RBA","AGARBA","current_timestamp"
"2241609","BKO","PAR","BKOPAR","current_timestamp"
"2241610","BCN","BJL","BCNBJL","current_timestamp"
"2241611","LIS","VIL","LISVIL","current_timestamp"
"2241612","CHS","ORY","CHSORY","current_timestamp"
"2241613","OUD","MPM","OUDMPM","current_timestamp"
"2241614","LFW","ABV","LFWABV","current_timestamp"
"2241615","ROB","EBB","ROBEBB","current_timestamp"
"2241616","DXB","AMS","DXBAMS","current_timestamp"
"2241617","OUA","BKO","OUABKO","current_timestamp"
"2241618","FCO","NDR","FCONDR","current_timestamp"
"2241619","CMN","YYC","CMNYYC","current_timestamp"
"2241620","AGA","BOI","AGABOI","current_timestamp"
"2241621","ZNZ","RAK","ZNZRAK","current_timestamp"
"2241622","CHC","TNG","CHCTNG","current_timestamp"
"2241623","CMN","BUH","CMNBUH","current_timestamp"
"2241624","BJL","RAI","BJLRAI","current_timestamp"
"2241625","AGA","FLR","AGAFLR","current_timestamp"
"2241626","LPA","JFK","LPAJFK","current_timestamp"
"2241627","OUD","CRK","OUDCRK","current_timestamp"
"2241628","YMQ","MRS","YMQMRS","current_timestamp"
"2241629","IKA","RAI","IKARAI","current_timestamp"
"2241630","TTA","DSS","TTADSS","current_timestamp"
"2241631","BWI","FNA","BWIFNA","current_timestamp"
"2241632","DME","TLS","DMETLS","current_timestamp"
"2241633","YOW","JNB","YOWJNB","current_timestamp"
"2241634","EUN","LOS","EUNLOS","current_timestamp"
"2241635","PAR","LBV","PARLBV","current_timestamp"
"2241636","BJL","PEN","BJLPEN","current_timestamp"
"2241637","YMQ","BRU","YMQBRU","current_timestamp"
"2241638","JKT","RAK","JKTRAK","current_timestamp"
"2241639","ZAG","PVG","ZAGPVG","current_timestamp"
"2241640","RAK","BNA","RAKBNA","current_timestamp"
"2241641","EUN","ADA","EUNADA","current_timestamp"
"2241642","OPO","AGA","OPOAGA","current_timestamp"
"2241643","NKC","DMM","NKCDMM","current_timestamp"
"2241644","BGF","FIH","BGFFIH","current_timestamp"
"2241645","MIA","TLS","MIATLS","current_timestamp"
"2241646","CKY","NTE","CKYNTE","current_timestamp"
"2241647","ACC","SCQ","ACCSCQ","current_timestamp"
"2241648","ACC","BGI","ACCBGI","current_timestamp"
"2241649","RDU","COO","RDUCOO","current_timestamp"
"2241650","LIM","RAK","LIMRAK","current_timestamp"
"2241651","MUC","ACC","MUCACC","current_timestamp"
"2241652","LON","ABV","LONABV","current_timestamp"
"2241653","LBV","BKO","LBVBKO","current_timestamp"
"2241654","GVA","OUD","GVAOUD","current_timestamp"
"2241655","BJM","CAS","BJMCAS","current_timestamp"
"2241656","CRK","ABJ","CRKABJ","current_timestamp"
"2241657","BKO","LYP","BKOLYP","current_timestamp"
"2241658","OXB","MLE","OXBMLE","current_timestamp"
"2241659","BJL","HAN","BJLHAN","current_timestamp"
"2241660","EBB","NKC","EBBNKC","current_timestamp"
"2241661","CMB","DSS","CMBDSS","current_timestamp"
"2241662","LOS","FLR","LOSFLR","current_timestamp"
"2241663","FEZ","GLN","FEZGLN","current_timestamp"
"2241664","FNA","PKX","FNAPKX","current_timestamp"
"2241665","PAD","CMN","PADCMN","current_timestamp"
"2241666","TYO","CAS","TYOCAS","current_timestamp"
"2241667","RAK","VKO","RAKVKO","current_timestamp"
"2241668","NBO","CHS","NBOCHS","current_timestamp"
