"ID","ESCALE_DEPART","ESCALE_DESTINATION","CODE","DATE_CREATED"
"2258670","AMS","FRA","AMSFRA","current_timestamp"
"2258671","VCE","AGP","VCEAGP","current_timestamp"
"2258672","MEL","AMM","MELAMM","current_timestamp"
"2258673","KZN","CMN","KZNCMN","current_timestamp"
"2258674","TXL","BJL","TXLBJL","current_timestamp"
"2258675","MAD","CHS","MADCHS","current_timestamp"
"2258676","DAR","FEZ","DARFEZ","current_timestamp"
"2258677","PIT","DLA","PITDLA","current_timestamp"
"2258678","TTU","LOS","TTULOS","current_timestamp"
"2258679","VCE","NDR","VCENDR","current_timestamp"
"2258680","NSI","KRR","NSIKRR","current_timestamp"
"2258681","CAS","FNC","CASFNC","current_timestamp"
"2258682","HKT","EUN","HKTEUN","current_timestamp"
"2258683","PTY","RBA","PTYRBA","current_timestamp"
"2258684","TLS","AMM","TLSAMM","current_timestamp"
"2258685","HGH","BCN","HGHBCN","current_timestamp"
"2258686","TFS","MIA","TFSMIA","current_timestamp"
"2258687","NSI","NDR","NSINDR","current_timestamp"
"2258688","FIH","PNR","FIHPNR","current_timestamp"
"2258689","SJC","FEZ","SJCFEZ","current_timestamp"
"2258690","LPA","BJL","LPABJL","current_timestamp"
"2258691","NDR","LGW","NDRLGW","current_timestamp"
"2258692","TLS","MIA","TLSMIA","current_timestamp"
"2258693","TUN","BGF","TUNBGF","current_timestamp"
"2258694","DUS","OXB","DUSOXB","current_timestamp"
"2258695","BIA","TNG","BIATNG","current_timestamp"
"2258696","BEY","GRU","BEYGRU","current_timestamp"
"2258697","MIA","LFW","MIALFW","current_timestamp"
"2258698","VIL","HND","VILHND","current_timestamp"
"2258699","DLA","SIN","DLASIN","current_timestamp"
"2258700","RAK","BLR","RAKBLR","current_timestamp"
"2258701","ACC","OUD","ACCOUD","current_timestamp"
"2258702","LOS","FIH","LOSFIH","current_timestamp"
"2258703","TNG","NBO","TNGNBO","current_timestamp"
"2258704","MQM","CMN","MQMCMN","current_timestamp"
"2258705","DOH","NSI","DOHNSI","current_timestamp"
"2258706","MCT","ACC","MCTACC","current_timestamp"
"2258707","VIE","FRA","VIEFRA","current_timestamp"
"2258708","LHR","KWI","LHRKWI","current_timestamp"
"2258709","GYD","OUA","GYDOUA","current_timestamp"
"2258710","ELP","TNG","ELPTNG","current_timestamp"
"2258711","DYU","BLQ","DYUBLQ","current_timestamp"
"2258712","BCN","GIZ","BCNGIZ","current_timestamp"
"2258713","BKO","BNE","BKOBNE","current_timestamp"
"2258714","DRW","MAD","DRWMAD","current_timestamp"
"2258715","BFL","CAS","BFLCAS","current_timestamp"
"2258716","YYT","LPA","YYTLPA","current_timestamp"
"2258717","AUH","FIH","AUHFIH","current_timestamp"
"2258718","POZ","EUN","POZEUN","current_timestamp"
"2258719","ROB","KNO","ROBKNO","current_timestamp"
"2258720","NCE","VIL","NCEVIL","current_timestamp"
"2258721","LFW","KBP","LFWKBP","current_timestamp"
"2258722","HOU","YAO","HOUYAO","current_timestamp"
"2258723","ASW","BOS","ASWBOS","current_timestamp"
"2258724","BNE","VIE","BNEVIE","current_timestamp"
"2258725","YMQ","BGF","YMQBGF","current_timestamp"
"2258726","DEN","ROB","DENROB","current_timestamp"
"2258727","ORY","ORY","ORY","current_timestamp"
"2258728","DXB","BGF","DXBBGF","current_timestamp"
"2258729","KTM","DSS","KTMDSS","current_timestamp"
"2258730","GVA","TUN","GVATUN","current_timestamp"
"2258731","AGP","ACC","AGPACC","current_timestamp"
"2258732","TPA","MAD","TPAMAD","current_timestamp"
"2258733","PNH","NKC","PNHNKC","current_timestamp"
"2258734","RAK","HYD","RAKHYD","current_timestamp"
"2258735","CMN","LPQ","CMNLPQ","current_timestamp"
"2258736","NIM","HAN","NIMHAN","current_timestamp"
"2258737","CAI","CAI","CAICAI","current_timestamp"
"2258738","CMN","POZ","CMNPOZ","current_timestamp"
"2258739","EUN","TGD","EUNTGD","current_timestamp"
"2258740","NDJ","ABZ","NDJABZ","current_timestamp"
"2258741","ASW","OUD","ASWOUD","current_timestamp"
"2258742","CAG","CAS","CAGCAS","current_timestamp"
"2258743","MRS","SFO","MRSSFO","current_timestamp"
"2258744","BRI","BCN","BRIBCN","current_timestamp"
"2258745","VIL","AUH","VILAUH","current_timestamp"
"2258746","AMM","OUA","AMMOUA","current_timestamp"
"2258747","AGA","CRK","AGACRK","current_timestamp"
"2258748","MAD","MRS","MADMRS","current_timestamp"
"2258749","ACC","BKO","ACCBKO","current_timestamp"
"2258750","BJL","LUN","BJLLUN","current_timestamp"
"2258751","DSS","RAI","DSSRAI","current_timestamp"
"2258752","DKR","ACC","DKRACC","current_timestamp"
"2258753","DSS","PER","DSSPER","current_timestamp"
"2258754","OUA","TLV","OUATLV","current_timestamp"
"2258755","ELQ","DSS","ELQDSS","current_timestamp"
"2258756","DXB","LYS","DXBLYS","current_timestamp"
"2258757","BKK","BJL","BKKBJL","current_timestamp"
"2258758","EZE","CDG","EZECDG","current_timestamp"
"2258759","ZRH","MAD","ZRHMAD","current_timestamp"
"2258760","ACC","SSG","ACCSSG","current_timestamp"
"2258761","BEY","TNG","BEYTNG","current_timestamp"
"2258762","YTO","CAS","YTOCAS","current_timestamp"
"2258763","JED","LON","JEDLON","current_timestamp"
"2258764","SOF","LFW","SOFLFW","current_timestamp"
"2258765","RAK","ABQ","RAKABQ","current_timestamp"
"2258766","COK","NKC","COKNKC","current_timestamp"
"2258767","OXB","CPH","OXBCPH","current_timestamp"
"2258768","CAS","MUC","CASMUC","current_timestamp"
"2258769","CAS","DTT","CASDTT","current_timestamp"
"2258770","MIA","OTP","MIAOTP","current_timestamp"
"2258771","OTP","FEZ","OTPFEZ","current_timestamp"
"2258772","DOH","SDU","DOHSDU","current_timestamp"
"2258773","ACC","BDL","ACCBDL","current_timestamp"
"2258774","NKC","RSW","NKCRSW","current_timestamp"
"2258775","VTE","CMN","VTECMN","current_timestamp"
"2258776","ZWS","TNG","ZWSTNG","current_timestamp"
"2258777","LUX","TNG","LUXTNG","current_timestamp"
"2258778","IST","AMS","ISTAMS","current_timestamp"
"2258779","GRR","CAS","GRRCAS","current_timestamp"
"2258780","DLA","LBV","DLALBV","current_timestamp"
"2258781","DEN","ACC","DENACC","current_timestamp"
"2258782","SVQ","LAD","SVQLAD","current_timestamp"
"2258783","EDI","AGA","EDIAGA","current_timestamp"
"2258784","MSP","OUA","MSPOUA","current_timestamp"
"2258785","TTU","JFK","TTUJFK","current_timestamp"
"2258786","ROC","DSS","ROCDSS","current_timestamp"
"2258787","BJL","EUN","BJLEUN","current_timestamp"
"2258788","ABJ","PER","ABJPER","current_timestamp"
"2258789","AGA","ISU","AGAISU","current_timestamp"
"2258790","VIE","CLT","VIECLT","current_timestamp"
"2258791","VIL","CGK","VILCGK","current_timestamp"

"2258793","ATH","BGF","ATHBGF","current_timestamp"
"2258794","IST","ECN","ISTECN","current_timestamp"
"2258795","LGW","SFO","LGWSFO","current_timestamp"
"2258796","RAK","BER","RAKBER","current_timestamp"
"2258797","FNA","ATH","FNAATH","current_timestamp"
"2258798","SLC","EUN","SLCEUN","current_timestamp"
"2258799","YXE","ACC","YXEACC","current_timestamp"
"2258800","CAI","DEL","CAIDEL","current_timestamp"
"2258801","LIS","YYZ","LISYYZ","current_timestamp"
"2258802","DEN","TLV","DENTLV","current_timestamp"
"2258803","CAS","YLW","CASYLW","current_timestamp"
"2258804","ROB","OUA","ROBOUA","current_timestamp"
"2258805","AGA","GPT","AGAGPT","current_timestamp"
"2258806","LIS","HAV","LISHAV","current_timestamp"
"2258807","OXB","KUL","OXBKUL","current_timestamp"
"2258808","EBB","NBO","EBBNBO","current_timestamp"
"2258809","ROK","CMN","ROKCMN","current_timestamp"
"2258810","GVA","NIM","GVANIM","current_timestamp"
"2258811","PAR","CMN","PARCMN","current_timestamp"
"2258812","AGA","SJJ","AGASJJ","current_timestamp"
"2258813","YYZ","NDR","YYZNDR","current_timestamp"
"2258814","CKY","VGO","CKYVGO","current_timestamp"
"2258815","MWA","CMN","MWACMN","current_timestamp"
"2258816","AGP","SUF","AGPSUF","current_timestamp"
"2258817","YHZ","LHR","YHZLHR","current_timestamp"
"2258818","IKA","BKO","IKABKO","current_timestamp"
"2258819","CTA","BRU","CTABRU","current_timestamp"
"2258820","LIS","DXB","LISDXB","current_timestamp"
"2258821","ATL","NKC","ATLNKC","current_timestamp"
"2258822","ROA","CMN","ROACMN","current_timestamp"
"2258823","KWI","BER","KWIBER","current_timestamp"
"2258824","RBA","BER","RBABER","current_timestamp"
"2258825","FIH","ROM","FIHROM","current_timestamp"
"2258826","RAK","PMI","RAKPMI","current_timestamp"
"2258827","BCN","ATH","BCNATH","current_timestamp"
"2258828","EMU","CMN","EMUCMN","current_timestamp"
"2258829","TNG","SRQ","TNGSRQ","current_timestamp"
"2258830","BOI","CAS","BOICAS","current_timestamp"
"2258831","LAX","ORY","LAXORY","current_timestamp"
"2258832","PER","ESB","PERESB","current_timestamp"
"2258833","YTO","BKO","YTOBKO","current_timestamp"
"2258834","CMN","UIH","CMNUIH","current_timestamp"
"2258835","CAS","YSB","CASYSB","current_timestamp"
"2258836","BCN","AHB","BCNAHB","current_timestamp"
"2258837","RAI","LIS","RAILIS","current_timestamp"
"2258838","DKR","LHR","DKRLHR","current_timestamp"
"2258839","BKO","ESU","BKOESU","current_timestamp"
"2258840","LFW","NYC","LFWNYC","current_timestamp"
"2258841","MAD","WAE","MADWAE","current_timestamp"
"2258842","IST","YAO","ISTYAO","current_timestamp"
"2258843","SBN","CMN","SBNCMN","current_timestamp"
"2258844","BER","LOS","BERLOS","current_timestamp"
"2258845","LHR","AGP","LHRAGP","current_timestamp"
"2258846","ECN","FEZ","ECNFEZ","current_timestamp"
"2258847","NSI","BOD","NSIBOD","current_timestamp"
"2258848","DOH","BRU","DOHBRU","current_timestamp"
"2258849","ABQ","ROB","ABQROB","current_timestamp"
"2258850","LFW","LHE","LFWLHE","current_timestamp"
"2258851","GIZ","BCN","GIZBCN","current_timestamp"
"2258852","CHS","AGP","CHSAGP","current_timestamp"
"2258853","SVQ","OPO","SVQOPO","current_timestamp"
"2258854","DUS","AMS","DUSAMS","current_timestamp"

"2258856","LPB","AGP","LPBAGP","current_timestamp"
"2258857","CDG","KUL","CDGKUL","current_timestamp"
"2258858","ELP","ACC","ELPACC","current_timestamp"
"2258859","PEK","NKC","PEKNKC","current_timestamp"
"2258860","CMN","EYW","CMNEYW","current_timestamp"
"2258861","HRG","CKY","HRGCKY","current_timestamp"
"2258862","FRA","NKC","FRANKC","current_timestamp"
"2258863","CKY","CAI","CKYCAI","current_timestamp"
"2258864","FEZ","SLC","FEZSLC","current_timestamp"
"2258865","RBA","AMS","RBAAMS","current_timestamp"
"2258866","VXE","CMN","VXECMN","current_timestamp"
"2258867","ECP","AGA","ECPAGA","current_timestamp"
"2258868","VLC","FIH","VLCFIH","current_timestamp"
"2258869","PMO","BCN","PMOBCN","current_timestamp"
"2258870","TUN","IST","TUNIST","current_timestamp"
"2258871","OXB","LAD","OXBLAD","current_timestamp"
"2258872","FNA","MCT","FNAMCT","current_timestamp"
"2258873","TUN","FIH","TUNFIH","current_timestamp"
"2258874","YWG","DSS","YWGDSS","current_timestamp"
"2258875","NJF","ABJ","NJFABJ","current_timestamp"
"2258876","JFK","NDJ","JFKNDJ","current_timestamp"
"2258877","NDR","PMI","NDRPMI","current_timestamp"
"2258878","LAD","CSX","LADCSX","current_timestamp"
"2258879","SEA","OXB","SEAOXB","current_timestamp"

"2258881","AGP","NTE","AGPNTE","current_timestamp"
"2258882","BIA","OUD","BIAOUD","current_timestamp"
"2258883","CMN","BLL","CMNBLL","current_timestamp"
"2258884","RAI","CPH","RAICPH","current_timestamp"
"2258885","PNR","JFK","PNRJFK","current_timestamp"

"2258887","BCN","SVO","BCNSVO","current_timestamp"
"2258888","ORD","FCO","ORDFCO","current_timestamp"
"2258889","ABJ","CMH","ABJCMH","current_timestamp"
"2258890","FIH","PVG","FIHPVG","current_timestamp"
"2258891","DKR","TFN","DKRTFN","current_timestamp"
"2258892","SAT","CAI","SATCAI","current_timestamp"
"2258893","NKC","SIP","NKCSIP","current_timestamp"
"2258894","AGA","NQZ","AGANQZ","current_timestamp"

"2258896","NKC","LED","NKCLED","current_timestamp"
"2258897","BOS","CTA","BOSCTA","current_timestamp"
"2258898","ESB","BKO","ESBBKO","current_timestamp"
"2258899","GIG","RUH","GIGRUH","current_timestamp"
"2258900","DKR","LWO","DKRLWO","current_timestamp"
"2258901","KYA","LFW","KYALFW","current_timestamp"
"2258902","IAH","AGP","IAHAGP","current_timestamp"
"2258903","DSS","CRK","DSSCRK","current_timestamp"
"2258904","AGA","LUX","AGALUX","current_timestamp"
"2258905","SSG","AUH","SSGAUH","current_timestamp"

"2258907","DLA","KWI","DLAKWI","current_timestamp"
"2258908","NDJ","DOH","NDJDOH","current_timestamp"
"2258909","OMS","CMN","OMSCMN","current_timestamp"
"2258910","GVA","VLC","GVAVLC","current_timestamp"
"2258911","NKC","BEY","NKCBEY","current_timestamp"
"2258912","LAX","FNA","LAXFNA","current_timestamp"
"2258913","DOH","BZV","DOHBZV","current_timestamp"
"2258914","PHX","NSI","PHXNSI","current_timestamp"
"2258915","MIL","REC","MILREC","current_timestamp"
"2258916","GEO","JFK","GEOJFK","current_timestamp"
"2258917","VIL","MNL","VILMNL","current_timestamp"
"2258918","ROB","JAX","ROBJAX","current_timestamp"
"2258919","ALG","DAR","ALGDAR","current_timestamp"
"2258920","DME","OZZ","DMEOZZ","current_timestamp"
"2258921","FCO","RUH","FCORUH","current_timestamp"
"2258922","POZ","BGF","POZBGF","current_timestamp"
"2258923","PKX","FCO","PKXFCO","current_timestamp"
"2258924","ORN","YUL","ORNYUL","current_timestamp"
"2258925","SCL","VIL","SCLVIL","current_timestamp"
"2258926","RAK","SHA","RAKSHA","current_timestamp"
"2258927","NYC","NDR","NYCNDR","current_timestamp"
"2258928","LUX","LYS","LUXLYS","current_timestamp"
"2258929","MRS","SJU","MRSSJU","current_timestamp"
"2258930","AHB","LIS","AHBLIS","current_timestamp"
"2258931","BRE","RAK","BRERAK","current_timestamp"
"2258932","GLA","OUA","GLAOUA","current_timestamp"
"2258933","ACC","YXU","ACCYXU","current_timestamp"
"2258934","ALC","NDR","ALCNDR","current_timestamp"
"2258935","UFA","DSS","UFADSS","current_timestamp"
"2258936","JNZ","CMN","JNZCMN","current_timestamp"
"2258937","DUR","RAK","DURRAK","current_timestamp"
"2258938","MEL","ROB","MELROB","current_timestamp"
"2258939","DEN","RAK","DENRAK","current_timestamp"
"2258940","TNG","DXB","TNGDXB","current_timestamp"
"2258941","RBA","DME","RBADME","current_timestamp"
"2258942","ROC","LIS","ROCLIS","current_timestamp"
"2258943","CRK","DLA","CRKDLA","current_timestamp"
"2258944","TUN","MED","TUNMED","current_timestamp"
"2258945","OXB","BZV","OXBBZV","current_timestamp"
"2258946","MBA","CMN","MBACMN","current_timestamp"
"2258947","DUS","BJL","DUSBJL","current_timestamp"

"2258949","ARN","GIG","ARNGIG","current_timestamp"
"2258950","MPL","ESU","MPLESU","current_timestamp"
"2258951","LIH","CMN","LIHCMN","current_timestamp"
"2258952","CAS","CAN","CASCAN","current_timestamp"
"2258953","HKG","ABJ","HKGABJ","current_timestamp"
"2258954","VGO","VIL","VGOVIL","current_timestamp"
"2258955","OZZ","OSL","OZZOSL","current_timestamp"
"2258956","NSI","JAX","NSIJAX","current_timestamp"
"2258957","LIS","GIZ","LISGIZ","current_timestamp"
"2258958","NCE","BEY","NCEBEY","current_timestamp"
"2258959","SYD","PMI","SYDPMI","current_timestamp"
"2258960","STL","RBA","STLRBA","current_timestamp"
"2258961","MKC","RBA","MKCRBA","current_timestamp"
"2258962","ABJ","LIS","ABJLIS","current_timestamp"
"2258963","YUL","COO","YULCOO","current_timestamp"
"2258964","CMN","LOP","CMNLOP","current_timestamp"
"2258965","FLR","VLC","FLRVLC","current_timestamp"
"2258966","BOS","LGW","BOSLGW","current_timestamp"
"2258967","YEG","CAI","YEGCAI","current_timestamp"
"2258968","BOM","RAI","BOMRAI","current_timestamp"
"2258969","BHX","AUH","BHXAUH","current_timestamp"
"2258970","MIA","ERH","MIAERH","current_timestamp"
"2258971","LBV","ABJ","LBVABJ","current_timestamp"
"2258972","GVA","CDG","GVACDG","current_timestamp"
"2258973","AMS","ABJ","AMSABJ","current_timestamp"
"2258974","YUL","TUN","YULTUN","current_timestamp"
"2258975","GOA","CAS","GOACAS","current_timestamp"
"2258976","CMN","YWG","CMNYWG","current_timestamp"
"2258977","GIB","PEK","GIBPEK","current_timestamp"
"2258978","PDX","NDJ","PDXNDJ","current_timestamp"
"2258979","GRU","ACC","GRUACC","current_timestamp"
"2258980","RAK","GBE","RAKGBE","current_timestamp"
"2258981","NAV","AGA","NAVAGA","current_timestamp"
"2258982","YYZ","IST","YYZIST","current_timestamp"
"2258983","WDH","CKY","WDHCKY","current_timestamp"
"2258984","ADD","MBA","ADDMBA","current_timestamp"
"2258985","ZRH","LHR","ZRHLHR","current_timestamp"
"2258986","ORY","SDU","ORYSDU","current_timestamp"
"2258987","OPO","AGP","OPOAGP","current_timestamp"
"2258988","PAR","SCL","PARSCL","current_timestamp"
"2258989","PEK","BGF","PEKBGF","current_timestamp"
"2258990","OUD","BKK","OUDBKK","current_timestamp"
"2258991","PKX","RAI","PKXRAI","current_timestamp"
"2258992","FEZ","VCE","FEZVCE","current_timestamp"
"2258993","ACC","RUH","ACCRUH","current_timestamp"
"2258994","TLV","NCE","TLVNCE","current_timestamp"
"2258995","WLG","CMN","WLGCMN","current_timestamp"
"2258996","CAS","BDS","CASBDS","current_timestamp"
"2258997","BJL","ISB","BJLISB","current_timestamp"
"2258998","TLS","BRU","TLSBRU","current_timestamp"
"2258999","DKR","SIN","DKRSIN","current_timestamp"
"2259000","EAS","CMN","EASCMN","current_timestamp"
"2259001","AKL","DLA","AKLDLA","current_timestamp"
"2259002","BNA","FNA","BNAFNA","current_timestamp"
"2259003","RIX","NDR","RIXNDR","current_timestamp"
"2259004","OSL","AMS","OSLAMS","current_timestamp"
"2259005","MIA","PSA","MIAPSA","current_timestamp"

"2259007","DSS","AGA","DSSAGA","current_timestamp"
"2259008","CGN","DSS","CGNDSS","current_timestamp"
"2259009","OZZ","SFO","OZZSFO","current_timestamp"
"2259010","SEL","ABJ","SELABJ","current_timestamp"
"2259011","BHD","RAK","BHDRAK","current_timestamp"
"2259012","EDI","BOS","EDIBOS","current_timestamp"
"2259013","DOH","SAO","DOHSAO","current_timestamp"
"2259014","AGA","TRV","AGATRV","current_timestamp"
"2259015","DSS","COS","DSSCOS","current_timestamp"
"2259016","YTZ","AGA","YTZAGA","current_timestamp"
"2259017","RBA","EUN","RBAEUN","current_timestamp"
"2259018","SAT","RBA","SATRBA","current_timestamp"
"2259019","LIS","SEZ","LISSEZ","current_timestamp"
"2259020","SKT","NKC","SKTNKC","current_timestamp"
"2259021","POA","FCO","POAFCO","current_timestamp"
"2259022","CAS","RNO","CASRNO","current_timestamp"
"2259023","BHM","CKY","BHMCKY","current_timestamp"
"2259024","TYO","LPA","TYOLPA","current_timestamp"
"2259025","BKO","ORD","BKOORD","current_timestamp"
"2259026","CTA","CMN","CTACMN","current_timestamp"
"2259027","GLN","NKC","GLNNKC","current_timestamp"
"2259028","LAX","OZZ","LAXOZZ","current_timestamp"
"2259029","AGA","ERH","AGAERH","current_timestamp"
"2259030","ERH","NCE","ERHNCE","current_timestamp"
"2259031","ACC","ALG","ACCALG","current_timestamp"
"2259032","ATH","EUN","ATHEUN","current_timestamp"
"2259033","LGW","BRU","LGWBRU","current_timestamp"
"2259034","RAK","OVD","RAKOVD","current_timestamp"
"2259035","ORY","MED","ORYMED","current_timestamp"
"2259036","SYD","CAS","SYDCAS","current_timestamp"
"2259037","YUL","NKC","YULNKC","current_timestamp"
"2259038","MED","LOS","MEDLOS","current_timestamp"
"2259039","ROB","HNL","ROBHNL","current_timestamp"
"2259040","GOJ","CMN","GOJCMN","current_timestamp"
"2259041","RUH","BEY","RUHBEY","current_timestamp"
"2259042","COO","GYD","COOGYD","current_timestamp"
"2259043","PAR","DEN","PARDEN","current_timestamp"
"2259044","CLE","FRA","CLEFRA","current_timestamp"
"2259045","ACC","YHZ","ACCYHZ","current_timestamp"
"2259046","CMN","MLW","CMNMLW","current_timestamp"
"2259047","TAM","AGP","TAMAGP","current_timestamp"
"2259048","YWG","MHD","YWGMHD","current_timestamp"
"2259049","TTU","TLV","TTUTLV","current_timestamp"
"2259050","CAS","GRR","CASGRR","current_timestamp"
"2259051","LIM","OPO","LIMOPO","current_timestamp"
"2259052","FNA","CRK","FNACRK","current_timestamp"
"2259053","TUU","AGP","TUUAGP","current_timestamp"
"2259054","KIX","HRE","KIXHRE","current_timestamp"
"2259055","BJL","HEL","BJLHEL","current_timestamp"
"2259056","SLC","COO","SLCCOO","current_timestamp"
"2259057","ABJ","LAX","ABJLAX","current_timestamp"
"2259058","SXB","VIL","SXBVIL","current_timestamp"
"2259059","TUN","NIM","TUNNIM","current_timestamp"
"2259060","RAK","RUH","RAKRUH","current_timestamp"
"2259061","MHD","DSS","MHDDSS","current_timestamp"
"2259062","FEZ","LFW","FEZLFW","current_timestamp"
"2259063","LAX","VLC","LAXVLC","current_timestamp"
"2259064","GIZ","AGA","GIZAGA","current_timestamp"
"2259065","VIE","EUN","VIEEUN","current_timestamp"

"2259067","SYD","FNA","SYDFNA","current_timestamp"
"2259068","GRX","AGA","GRXAGA","current_timestamp"
"2259069","DSS","MSY","DSSMSY","current_timestamp"
"2259070","IAD","MDZ","IADMDZ","current_timestamp"
"2259071","FNA","HND","FNAHND","current_timestamp"
"2259072","RAK","YNB","RAKYNB","current_timestamp"
"2259073","JIB","AGA","JIBAGA","current_timestamp"
"2259074","AGA","CCU","AGACCU","current_timestamp"
"2259075","BRE","RAI","BRERAI","current_timestamp"
"2259076","BNA","DLA","BNADLA","current_timestamp"
"2259077","PAR","BGF","PARBGF","current_timestamp"
"2259078","AGA","ROV","AGAROV","current_timestamp"
"2259079","MIA","CRK","MIACRK","current_timestamp"
"2259080","NYC","NSI","NYCNSI","current_timestamp"
"2259081","PIT","SSG","PITSSG","current_timestamp"
"2259082","MRU","JED","MRUJED","current_timestamp"
"2259083","BAH","BJL","BAHBJL","current_timestamp"
"2259084","ATL","CAI","ATLCAI","current_timestamp"
"2259085","CMN","SPU","CMNSPU","current_timestamp"
"2259086","BKK","CMN","BKKCMN","current_timestamp"
"2259087","YUL","ERH","YULERH","current_timestamp"
"2259088","TLS","OZZ","TLSOZZ","current_timestamp"
"2259089","LYS","VCE","LYSVCE","current_timestamp"
"2259090","LAD","OZZ","LADOZZ","current_timestamp"
"2259091","GRU","DOH","GRUDOH","current_timestamp"
"2259092","AGA","MRV","AGAMRV","current_timestamp"
"2259093","WAW","ABJ","WAWABJ","current_timestamp"
"2259094","LOS","SAV","LOSSAV","current_timestamp"
"2259095","RAI","CCU","RAICCU","current_timestamp"
"2259096","QDU","RAK","QDURAK","current_timestamp"
"2259097","BOD","FLN","BODFLN","current_timestamp"
"2259098","ACC","BZV","ACCBZV","current_timestamp"
"2259099","ACC","BEY","ACCBEY","current_timestamp"
"2259100","JED","TTU","JEDTTU","current_timestamp"
"2259101","HAJ","LAD","HAJLAD","current_timestamp"
"2259102","OUA","GOI","OUAGOI","current_timestamp"
"2259103","SSH","OUD","SSHOUD","current_timestamp"
"2259104","AGA","BSL","AGABSL","current_timestamp"
"2259105","MRS","ABV","MRSABV","current_timestamp"
"2259106","MAN","IST","MANIST","current_timestamp"
"2259107","TRN","NBO","TRNNBO","current_timestamp"
"2259108","RBA","MEM","RBAMEM","current_timestamp"
"2259109","MCT","PNR","MCTPNR","current_timestamp"
"2259110","XDS","OUA","XDSOUA","current_timestamp"
"2259111","FNA","MQM","FNAMQM","current_timestamp"
"2259112","BNE","BJL","BNEBJL","current_timestamp"
"2259113","YEA","ROB","YEAROB","current_timestamp"

"2259115","ABZ","RAK","ABZRAK","current_timestamp"
"2259116","BJL","BRU","BJLBRU","current_timestamp"
"2259117","NSI","TUN","NSITUN","current_timestamp"

"2259119","ABJ","TUU","ABJTUU","current_timestamp"
"2259120","IKA","ACC","IKAACC","current_timestamp"
"2259121","DXB","AHU","DXBAHU","current_timestamp"
"2259122","CMN","AVP","CMNAVP","current_timestamp"
"2259123","BRU","TLS","BRUTLS","current_timestamp"
"2259124","JED","TUN","JEDTUN","current_timestamp"
"2259125","RAI","NTE","RAINTE","current_timestamp"
"2259126","SYD","AMM","SYDAMM","current_timestamp"

"2259128","LFW","BSR","LFWBSR","current_timestamp"
"2259129","MIL","RIO","MILRIO","current_timestamp"
"2259130","CMN","CLJ","CMNCLJ","current_timestamp"
"2259131","LAD","SAW","LADSAW","current_timestamp"
"2259132","VIL","GIB","VILGIB","current_timestamp"
"2259133","HAM","ROB","HAMROB","current_timestamp"
"2259134","MLA","CKY","MLACKY","current_timestamp"
"2259135","VCE","RUH","VCERUH","current_timestamp"
"2259136","ROV","TNG","ROVTNG","current_timestamp"
"2259137","NGO","CAS","NGOCAS","current_timestamp"
"2259138","NSI","NCE","NSINCE","current_timestamp"
"2259139","JIB","BJL","JIBBJL","current_timestamp"
"2259140","CWB","LYS","CWBLYS","current_timestamp"
"2259141","CAS","LIM","CASLIM","current_timestamp"
"2259142","AGA","REG","AGAREG","current_timestamp"
"2259143","TFU","OXB","TFUOXB","current_timestamp"
"2259144","CLY","AGA","CLYAGA","current_timestamp"
"2259145","FNA","MRS","FNAMRS","current_timestamp"
"2259146","DOH","BLQ","DOHBLQ","current_timestamp"
"2259147","GRU","MAD","GRUMAD","current_timestamp"
"2259148","NIM","FCO","NIMFCO","current_timestamp"
"2259149","MXP","DMM","MXPDMM","current_timestamp"
"2259150","MCT","FEZ","MCTFEZ","current_timestamp"
"2259151","VAR","RAK","VARRAK","current_timestamp"
"2259152","YOW","CKY","YOWCKY","current_timestamp"
"2259153","ELP","CAS","ELPCAS","current_timestamp"
"2259154","ROB","SMF","ROBSMF","current_timestamp"
"2259155","KIV","LOS","KIVLOS","current_timestamp"
"2259156","CJB","NKC","CJBNKC","current_timestamp"
"2259157","RAI","SOC","RAISOC","current_timestamp"
"2259158","BGF","SVX","BGFSVX","current_timestamp"
"2259159","RAK","MSQ","RAKMSQ","current_timestamp"
"2259160","MAD","BER","MADBER","current_timestamp"
"2259161","FCA","RAK","FCARAK","current_timestamp"
"2259162","SDQ","LOS","SDQLOS","current_timestamp"
"2259163","LIS","FIH","LISFIH","current_timestamp"

"2259165","RAK","OUA","RAKOUA","current_timestamp"
"2259166","YUL","BKO","YULBKO","current_timestamp"
"2259167","FUK","AGA","FUKAGA","current_timestamp"
"2259168","WLG","AGA","WLGAGA","current_timestamp"
"2259169","NIM","MUC","NIMMUC","current_timestamp"
"2259170","COO","NDR","COONDR","current_timestamp"
"2259171","ORH","ROB","ORHROB","current_timestamp"
"2259172","VIL","IAD","VILIAD","current_timestamp"
"2259173","EUN","KTM","EUNKTM","current_timestamp"
"2259174","LUN","TNG","LUNTNG","current_timestamp"
"2259175","MCO","LOS","MCOLOS","current_timestamp"
"2259176","BOD","RBA","BODRBA","current_timestamp"
"2259177","MSY","CAS","MSYCAS","current_timestamp"
"2259178","CAS","ORY","CASORY","current_timestamp"
"2259179","CMN","MIR","CMNMIR","current_timestamp"
"2259180","OUA","SSH","OUASSH","current_timestamp"
"2259181","MIA","IST","MIAIST","current_timestamp"

"2259183","CAS","HAJ","CASHAJ","current_timestamp"
"2259184","LBV","TFN","LBVTFN","current_timestamp"
"2259185","YTZ","DSS","YTZDSS","current_timestamp"
